LINK,NAME
5954,Ribes rubrum var. domesticum
5955,Ribes rubrum var. rubrum
2310,Ribes sanguineum
5370,Ribes spicatum
1072,Ribes uva-crispa
1982,Ribes x nidigrolaria
6609,Ricinus
1828,Ricinus communis
8764,Ridolfia
9314,Ridolfia segetum
6447,Robinia
10198,Robinia hispida
1877,Robinia pseudoacacia
8765,Roemeria
9315,Roemeria hybrida
6449,Rorippa
1074,Rorippa amphibia
1075,Rorippa austriaca
10199,Rorippa austriaca x palustris
1076,Rorippa palustris
2051,Rorippa pyrenaica
1078,Rorippa sylvestris
1077,Rorippa x anceps
2467,Rorippa x armoracioides
8090,Rorippa x erythrocaulis
8435,Rorippa x hungaricum
6450,Rosa
5473,Rosa 'Hollandica'
5419,Rosa agrestis
1080,Rosa arvensis
5724,Rosa balsamica var. friedlanderiana
5420,Rosa caesia
1081,Rosa canina
2261,Rosa canina s.l. / dumalis
5725,Rosa canina var. andegavensis
5726,Rosa canina var. blondaeana
5727,Rosa canina var. canina
5728,Rosa canina var. dumalis
5729,Rosa canina var. scabrata
5423,Rosa corymbifera
1519,Rosa corymbifera var. corymbifera
5731,Rosa corymbifera var. deseglisei
5732,Rosa corymbifera var. thuillieri
5733,Rosa dumalis var. transiens
5425,Rosa elliptica
5128,Rosa gallica 'Officinalis'
2262,Rosa glauca
1879,Rosa majalis
10485,Rosa majalis 'Foecundissima'
5426,Rosa micrantha
5129,Rosa multiflora
6836,Rosa nitida
1084,Rosa rubiginosa
5734,Rosa rubiginosa var. jenensis
1085,Rosa rugosa
5428,Rosa sherardii
1083,Rosa spinosissima
10486,Rosa squarrosa
5429,Rosa stylosa
1643,Rosa subsect. Caninae
1645,Rosa subsect. Rubigineae
1644,Rosa subsect. Vestitae
5432,Rosa tomentella
5433,Rosa tomentosa
1087,Rosa villosa
5472,Rosa virginiana
5424,Rosa vosagiaca
10611,Rosa x biturigensis
5422,Rosa x gremlii
5510,Rosa x inodora
1977,Rosa x rugotida
5430,Rosa x subcanina
5431,Rosa x subcollina
5427,Rosa x suberectiformis
6692,Rosmarinus
5130,Rosmarinus officinalis
6821,Rostraria
5371,Rostraria cristata
6451,Rubia
1088,Rubia tinctorum
6452,Rubus
5735,Rubus aciodonthus
10414,Rubus adenacanthus
9572,Rubus adspersus
9729,Rubus adulans
9559,Rubus affinis
9649,Rubus agricastrorum
9730,Rubus allegheniensis
9905,Rubus alumnus
9564,Rubus ambigens
9571,Rubus amisiensis
5285,Rubus ammobius
9639,Rubus aphidifer
5286,Rubus armeniacus
5287,Rubus arrhenii
9731,Rubus arrheniiformis
9919,Rubus asperidens
9732,Rubus axillaris
9652,Rubus baronicus
9733,Rubus beijerinckii
5295,Rubus bellardii
9556,Rubus bertramii
9942,Rubus bifrons
9670,Rubus bovinus
9562,Rubus braeuckeriformis
9916,Rubus buhnensis
1089,Rubus caesius
9734,Rubus calotemnus
9929,Rubus calviformis
9632,Rubus calvus
9647,Rubus calyculatus
9736,Rubus campaniensis
5288,Rubus camptostachys
9737,Rubus canadensis
9723,Rubus canduliger
9738,Rubus caninitergi
9739,Rubus cardiophyllus
9740,Rubus ceratifolius
9596,Rubus chloocladus
9576,Rubus chlorothyrsos
9741,Rubus cinerascens
9742,Rubus coccinatus
8349,Rubus cockburnianus
9583,Rubus commutatus
9914,Rubus condensatus
9581,Rubus confusidens
9743,Rubus conothyrsoides
9744,Rubus conspicuus
9637,Rubus contritidens
9656,Rubus cordiformis
9746,Rubus crassidens
9749,Rubus dasyphyllus
9648,Rubus dejonghii
9751,Rubus desarmatus
9752,Rubus deweveri
9921,Rubus distractus
9557,Rubus divaricatus
9754,Rubus diversus
5289,Rubus drenthicus
9755,Rubus dumetorum
9756,Rubus edeesii
10415,Rubus edentulus
9757,Rubus eglandulosus
9589,Rubus egregius
9758,Rubus eifeliensis
9603,Rubus elegantispinosus
9590,Rubus erinulus
5793,Rubus euryanthemus
9896,Rubus favillatus
5290,Rubus ferocior
9761,Rubus foersteri
9616,Rubus foliosus
9641,Rubus frederici
9619,Rubus fuscus
9762,Rubus gelertii
9763,Rubus genevieri
5291,Rubus geniculatus
9609,Rubus glandithyrsos
9764,Rubus glareosus
9765,Rubus gloriosus
9766,Rubus goniophorus
9599,Rubus grabowskii
9796,Rubus grandiflorus
5292,Rubus gratus
9890,Rubus griesiae
9767,Rubus guestphalicus
9768,Rubus hastiferus
9769,Rubus henrici-weberi
9770,Rubus histriculus
9655,Rubus holerythros
9611,Rubus hoplotheca
9633,Rubus horrefactus
9927,Rubus horridus
9610,Rubus hypomalacus
9922,Rubus iceniensis
1091,Rubus idaeus
9901,Rubus idaeus f. anomalus
9900,Rubus idaeus f. idaeus
9623,Rubus ignoratus
5821,Rubus imbricatus
9771,Rubus immodicus
9793,Rubus incarnatus
9625,Rubus incisior
9772,Rubus inhorrens
9773,Rubus insectifolius
9774,Rubus insularis
9558,Rubus integribasis
9654,Rubus iuvenis
1829,Rubus laciniatus
9580,Rubus laevicaulis
9776,Rubus langei
9570,Rubus lasiandrus
9777,Rubus lasiocladus
9778,Rubus latiarcuatus
2050,Rubus latior
9780,Rubus leptothyrsos
10613,Rubus lianos
9781,Rubus libertianus
9578,Rubus lindebergii
9582,Rubus lindleianus
9626,Rubus lobatidens
9620,Rubus loehrii
5436,Rubus loganobaccus
9587,Rubus longior
9782,Rubus luticola
9912,Rubus macer
5293,Rubus macrophyllus
9928,Rubus magnisepalus
9735,Rubus megistothyrsos
10614,Rubus meijerianus
9598,Rubus montanus
9785,Rubus mucronipetalus
9607,Rubus mucronulatus
9579,Rubus muenteri
9786,Rubus muridens
9787,Rubus mus
9788,Rubus neanias
9789,Rubus neerlandicus
9790,Rubus negatus
9910,Rubus nelliae
9584,Rubus nemoralis
5857,Rubus nemoripetens
5294,Rubus nemorosus
2016,Rubus nessensis
9792,Rubus neumannianus
10287,Rubus niveus
5131,Rubus odoratus
9555,Rubus opacus
9622,Rubus oreades
9618,Rubus pallidus
9795,Rubus paludosus
5865,Rubus paraplicatus
8351,Rubus parviflorus
9640,Rubus passionis
9750,Rubus perdemissus
5296,Rubus phoenicacanthus
5132,Rubus phoenicolasius
9600,Rubus phyllostachys
9653,Rubus picearum
9629,Rubus placidus
9797,Rubus planus
9573,Rubus platyacanthus
5297,Rubus plicatus
9798,Rubus poliothyrsus
9588,Rubus polyanthemus
9938,Rubus praeceptorum
5875,Rubus praestans
9799,Rubus praticolor
9915,Rubus prei
9594,Rubus procerus
9800,Rubus proiectus
9624,Rubus pruinosus
10644,Rubus pseudoargenteus
9939,Rubus psilander
9803,Rubus psilops
9804,Rubus pugiunculosus
9614,Rubus radula
9805,Rubus rhytidophyllus
9704,Rubus rosaceus
9923,Rubus rotundatiformis
9722,Rubus rubrumcadaver
9615,Rubus rudis
9705,Rubus rufescens
9617,Rubus saltuum
1092,Rubus saxatilis
9895,Rubus schipperi
9569,Rubus schlechtendalii
9806,Rubus schleicheri
9807,Rubus scidularum
9567,Rubus sciocharis
5300,Rubus scissus
9808,Rubus scoliacanthus
9933,Rubus sect. Caesii
2009,Rubus sect. Corylifolii
1634,Rubus sect. Rubus
9835,Rubus sect. Subidaei
9560,Rubus senticosus
9904,Rubus ser. Alleghenienses
9811,Rubus ser. Anisacanthi
10615,Rubus ser. Arguti
9903,Rubus ser. Canadenses
9827,Rubus ser. Clivicola
9822,Rubus ser. Corylifolii
9813,Rubus ser. Egregii
9920,Rubus ser. Feroces
9932,Rubus ser. Ferociores
9814,Rubus ser. Glandulosi
9917,Rubus ser. Grandifolii
9909,Rubus ser. Gypsocaulon
9821,Rubus ser. Hayneani
9815,Rubus ser. Hystricopses
9816,Rubus ser. Hystrix
9918,Rubus ser. Micantes
9817,Rubus ser. Mucronati
9913,Rubus ser. Nemorenses
9819,Rubus ser. Pallidi
9937,Rubus ser. Piletocaulon
9911,Rubus ser. Piletosi
9820,Rubus ser. Radula
9906,Rubus ser. Rubus
9907,Rubus ser. Semisuberecti
9823,Rubus ser. Sprengeliani
9926,Rubus ser. Subcanescentes
9902,Rubus ser. Suberecti
9824,Rubus ser. Suberectigeni
9825,Rubus ser. Subradula
9828,Rubus ser. Sylvatici
9829,Rubus ser. Vestiti
9931,Rubus ser. Vestitiusculi
9826,Rubus ser. Viatici
10416,Rubus serpens
9612,Rubus siekensis
2019,Rubus silvaticus
5133,Rubus spectabilis
9830,Rubus speculans
5902,Rubus spiculus
9747,Rubus spina-curva
9831,Rubus splendidus
2020,Rubus sprengelii
9586,Rubus stereacanthos
9898,Rubus subg. Batothamnus
9897,Rubus subg. Cylactis
9899,Rubus subg. Idaeobatus
9894,Rubus subg. Rubus
9934,Rubus subg. x Idaeorubus
9834,Rubus subsect. Rubus
9908,Rubus subsect. Sylvatici
5301,Rubus sulcatus
9924,Rubus surrectus
9836,Rubus taxandriae
9837,Rubus teretiusculus
9838,Rubus thalassarctos
8352,Rubus thibetanus
9651,Rubus trichanthus
8353,Rubus tricolor
9839,Rubus tubanticus
9840,Rubus ubericus
2021,Rubus ulmifolius
9487,Rubus ulmifolius x vestitus
5299,Rubus umbrosus
10590,Rubus uncimontanus
9841,Rubus vadalis
9941,Rubus vandebeekii
9842,Rubus vandermeijdenii
9930,Rubus vanwinkelii
9925,Rubus vespicum
2022,Rubus vestitus
9597,Rubus winteri
9646,Rubus wirtgenii
8354,Rubus wittigianus
5298,Rubus x idaeoides
9935,Rubus x idaeoides nothovar. pseudo-caesius
6453,Rudbeckia
9441,Rudbeckia fulgida
5134,Rudbeckia hirta
1880,Rudbeckia laciniata
8517,Rudbeckia laciniata 'Hortensia'
6454,Rumex
1093,Rumex acetosa
1094,Rumex acetosella
9317,Rumex alpinus
1096,Rumex aquaticus
10200,Rumex brownii
1097,Rumex conglomeratus
1098,Rumex crispus
10202,Rumex crispus x salicifolius
10442,Rumex cristatus
9318,Rumex dentatus
10203,Rumex frutescens
1099,Rumex hydrolapathum
5273,Rumex longifolius
1100,Rumex maritimus
2263,Rumex maritimus / palustris
9319,Rumex obovatus
1101,Rumex obtusifolius
2382,Rumex obtusifolius subsp. obtusifolius
1105,Rumex obtusifolius subsp. transiens
1102,Rumex palustris
10206,Rumex paraguayensis
5210,Rumex patientia
9320,Rumex pseudonatronatus
1996,Rumex pulcher
5135,Rumex rugosus
1103,Rumex sanguineus
1104,Rumex scutatus
9321,Rumex stenophyllus
1106,Rumex thyrsiflorus
1729,Rumex triangulivalvis
1585,Rumex x abortivus
10436,Rumex x confusus
10207,Rumex x conspersus
10208,Rumex x dufftii
2052,Rumex x fallacinus
10204,Rumex x henrardii
9322,Rumex x heteranthos
10209,Rumex x moedlingensis
1095,Rumex x pratensis
1995,Rumex x sagorskii
1587,Rumex x schreberi
1588,Rumex x schultzei
9323,Rumex x steinii
9324,Rumex x weberi
10201,Rumex x wirtgenii
6455,Ruppia
1107,Ruppia maritima
1108,Ruppia spiralis
10210,Ruprechtia salicifolia
6970,Ruscus
5962,Ruscus aculeatus
9325,Ruscus hypophyllum
6727,Ruta
5260,Ruta graveolens
10452,Sabulina
829,Sabulina tenuifolia
6456,Sagina
1113,Sagina alexandrae
1522,Sagina apetala
1109,Sagina apetala / micropetala
1110,Sagina maritima
1523,Sagina micropetala
1111,Sagina nodosa
1112,Sagina procumbens
6457,Sagittaria
8603,Sagittaria graminea
5437,Sagittaria latifolia
1114,Sagittaria sagittifolia
6458,Salicornia
1115,Salicornia europaea / procumbens
8510,Salicornia europaea nothosubsp. marshallii
9482,Salicornia europaea subsp. brachystachya
2428,Salicornia europaea subsp. disarticulata
1635,Salicornia europaea subsp. europaea
9486,Salicornia fragilis
9485,Salicornia nitens
1636,Salicornia procumbens subsp. procumbens
6459,Salix
1881,Salix acutifolia
1116,Salix alba
8656,Salix alba x caprea
8657,Salix alba x viminalis
1117,Salix aurita
2265,Salix aurita / cinerea
8355,Salix babylonica 'Tortuosa'
1118,Salix caprea
1119,Salix cinerea
2468,Salix cinerea subsp. cinerea
1417,Salix cinerea subsp. oleifolia
8658,Salix cinerea x pentandra
1882,Salix daphnoides
10219,Salix discolor
1883,Salix eleagnos
6958,Salix eriocephala
5923,Salix euxina
8659,Salix euxina x viminalis
2264,Salix euxina/triandra
1121,Salix euxina/x fragilis
5920,Salix fragilis 'Decipiens'
5921,Salix fragilis 'Furcata'
5922,Salix fragilis 'Russeliana'
1120,Salix gmelinii
10487,Salix irrorata
10488,Salix miyabeana
8356,Salix myrsinifolia
1122,Salix pentandra
10221,Salix pontederana
1123,Salix purpurea
5924,Salix purpurea subsp. lambertiana
5925,Salix purpurea subsp. purpurea
10222,Salix purpurea x triandra
1124,Salix repens
5926,Salix repens subsp. dunensis
5927,Salix repens subsp. galeifolia
5928,Salix repens subsp. repens
5929,Salix rosmarinifolia
1125,Salix triandra
5438,Salix udensis 'Sekka'
10612,Salix udensis 'Sekka' x viminalis
1126,Salix viminalis
10220,Salix x alopecuroides
5930,Salix x ambigua
5931,Salix x capreola
5932,Salix x charrieri
8660,Salix x doniana
1594,Salix x fragilis
5933,Salix x friesiana
5934,Salix x fruticosa
5935,Salix x guinieri
1592,Salix x holosericea
10215,Salix x laschiana
5936,Salix x meyeriana
5136,Salix x mollissima
1593,Salix x multinervis
8451,Salix x pendulina
5937,Salix x quercifolia
5167,Salix x reichardtii
5938,Salix x rubens 'Basfordiana'
1591,Salix x rubra
8452,Salix x sepulcralis
5138,Salix x sericans
1595,Salix x smithiana
1596,Salix x subdola
5939,Salix x subsericea
10223,Salpichroa origanifolia
6460,Salsola
10224,Salsola collina
1127,Salsola kali
1524,Salsola tragus
6461,Salvia
10225,Salvia aethiopis
1994,Salvia argentea
8357,Salvia dumetorum
6947,Salvia glutinosa
8025,Salvia hispanica
8358,Salvia jurisicii
1730,Salvia nemorosa
5246,Salvia officinalis
1128,Salvia pratensis
9326,Salvia reflexa
8359,Salvia sclarea
1129,Salvia verbenaca
1130,Salvia verticillata
8360,Salvia viridis
2057,Salvia x jamensis
8604,Salvia x sylvestris
6462,Salvinia
5274,Salvinia molesta
1131,Salvinia natans
6463,Sambucus
5139,Sambucus canadensis
1132,Sambucus ebulus
1133,Sambucus nigra
1884,Sambucus nigra 'Laciniata'
1134,Sambucus racemosa
6464,Samolus
1135,Samolus valerandi
6465,Sanguisorba
1137,Sanguisorba officinalis
6466,Sanicula
1138,Sanicula europaea
8911,Sanvitalia
8004,Sanvitalia procumbens
6467,Saponaria
5342,Saponaria ocymoides
1139,Saponaria officinalis
8912,Sarracenia
6910,Sarracenia purpurea
6469,Satureja
5140,Satureja hortensis
5261,Satureja montana
8913,Sauromatum
8361,Sauromatum venosum
9674,Saururus
9675,Saururus cernuus
6470,Saxifraga
1144,Saxifraga granulata
1627,Saxifraga granulata 'Plena'
1145,Saxifraga hirculus
1146,Saxifraga tridactylites
8070,Saxifraga x geum
8661,Saxifraga x urbium
6471,Scabiosa
8521,Scabiosa atropurpurea
1147,Scabiosa columbaria
8362,Scabiosa ochroleuca
10429,Scabiosa triandra
6472,Scandix
9442,Scandix balansae
9327,Scandix iberica
1148,Scandix pecten-veneris
6212,Schedolium (x)
5240,Schedolium braunii (x)
521,Schedolium loliaceum (x)
10453,Schedonorus
514,Schedonorus arundinaceus
515,Schedonorus giganteus
519,Schedonorus pratensis
10084,Schedonorus x fleischeri
10085,Schedonorus x schlickumii
6473,Scheuchzeria
1149,Scheuchzeria palustris
10226,Schismus barbatus
8766,Schizachyrium
9328,Schizachyrium scoparium
8767,Schkuhria
9329,Schkuhria pinnata
10227,Schmidtia kalahariensis
10509,Schoenoplectiella
5343,Schoenoplectiella mucronata
6746,Schoenoplectus
1155,Schoenoplectus lacustris
5196,Schoenoplectus lacustris / subsp. flevensis
1949,Schoenoplectus lacustris / tabernaemontani
1527,Schoenoplectus lacustris subsp. flevensis
1152,Schoenoplectus pungens
1161,Schoenoplectus tabernaemontani
1162,Schoenoplectus triqueter
1598,Schoenoplectus x carinatus
1599,Schoenoplectus x kuekenthalianus
6474,Schoenus
1150,Schoenus nigricans
8914,Sciadopitys
8625,Sciadopitys verticillata
6475,Scilla
1885,Scilla bifolia
8063,Scilla forbesii
1621,Scilla forbesii / luciliae
10411,Scilla lochiae
8446,Scilla luciliae
5439,Scilla mischtschenkoana
1993,Scilla nana
5039,Scilla sardensis
1887,Scilla siberica
6747,Scirpoides
5275,Scirpoides holoschoenus
6476,Scirpus
1992,Scirpus atrovirens
8436,Scirpus cyperinus
9477,Scirpus georgianus
1160,Scirpus sylvaticus
6477,Scleranthus
1163,Scleranthus annuus
5511,Scleranthus annuus subsp. annuus
1165,Scleranthus annuus subsp. polycarpos
1164,Scleranthus perennis
9330,Scleranthus x intermedius
8768,Scolymus
10637,Scolymus hispanicus
9331,Scolymus maculatus
8915,Scopolia
8363,Scopolia carniolica
8769,Scorpiurus
9332,Scorpiurus muricatus
6478,Scorzonera
5141,Scorzonera hispanica
1166,Scorzonera humilis
10510,Scorzoneroides
725,Scorzoneroides autumnalis
6479,Scrophularia
1167,Scrophularia auriculata
2266,Scrophularia auriculata / umbrosa
1168,Scrophularia canina
1963,Scrophularia chrysantha
1170,Scrophularia nodosa
8628,Scrophularia peregrina
10228,Scrophularia scopolii
2406,Scrophularia umbrosa
1172,Scrophularia vernalis
6480,Scutellaria
5622,Scutellaria altissima
1765,Scutellaria columnae
1173,Scutellaria galericulata
1174,Scutellaria minor
5276,Scutellaria x nicholsonii
6610,Secale
1830,Secale cereale
6764,Securigera
9333,Securigera securidaca
357,Securigera varia
6481,Sedum
1175,Sedum acre
8364,Sedum aizoon
1176,Sedum album
9443,Sedum anglicum
1177,Sedum cepaea
5142,Sedum dasyphyllum
5639,Sedum floriferum
1418,Sedum forsterianum
10643,Sedum hirsutum
5452,Sedum hispanicum
8365,Sedum lydium
8366,Sedum ochroleucum
10609,Sedum pallidum
8503,Sedum rubens
1180,Sedum rupestre
5440,Sedum sarmentosum
1181,Sedum sexangulare
8368,Sedum spathulifolium
8916,Selaginella
2046,Selaginella apoda
6911,Selaginella kraussiana
6482,Selinum
1182,Selinum carvifolia
6693,Sempervivum
8369,Sempervivum arachnoideum
5143,Sempervivum tectorum
10595,Sempervivum x barbulatum
6483,Senecio
1733,Senecio inaequidens
9334,Senecio lautus
10229,Senecio lyratus
1187,Senecio ovatus
1186,Senecio sarracenicus
5277,Senecio squalidus
1190,Senecio sylvaticus
1734,Senecio vernalis
1191,Senecio viscosus
1192,Senecio vulgaris
5233,Senecio vulgaris var. hybernicus
10117,Senecio x ostenfeldii
5234,Senecio x pseudovernalis
10230,Senecio x viscidulus
8917,Senna
8504,Senna obtusifolia
8918,Sequoia
8370,Sequoia sempervirens
8919,Sequoiadendron
8371,Sequoiadendron giganteum
8920,Serapias
6912,Serapias vomeracea
6913,Seriphidium
6484,Serratula
1193,Serratula tinctoria
8770,Sesamum
9335,Sesamum indicum
8771,Sesbania
10619,Sesbania herbacea
6485,Seseli
5609,Seseli libanotis
1429,Seseli montanum
6486,Sesleria
1991,Sesleria autumnalis
1194,Sesleria caerulea
6487,Setaria
5344,Setaria faberi
1831,Setaria italica
5615,Setaria parviflora
1195,Setaria pumila
1196,Setaria verticillata
5443,Setaria verticilliformis
9336,Setaria villosissima
1197,Setaria viridis
6488,Sherardia
1198,Sherardia arvensis
8921,Sicyos
5534,Sicyos angulatus
8922,Sida
10635,Sida acuta
8372,Sida cordifolia
6915,Sida rhombifolia
6916,Sida spinosa
10231,Sidalcea candida
8923,Sideritis
9337,Sideritis hyssopifolia
10232,Sideritis italica
9338,Sideritis montana
8373,Sideritis romana
8924,Sigesbeckia
8374,Sigesbeckia orientalis
8375,Sigesbeckia serrata
6490,Silaum
1200,Silaum silaus
6491,Silene
10233,Silene antirrhina
1201,Silene armeria
377,Silene baccifera
8376,Silene chalcedonica
5144,Silene coeli-rosa
1202,Silene conica
9339,Silene conoidea
2326,Silene coronaria
10234,Silene cretica
9340,Silene csereii
1736,Silene dichotoma
807,Silene dioica
772,Silene flos-cuculi
1203,Silene gallica
8377,Silene italica
6917,Silene latifolia
805,Silene latifolia subsp. alba
10236,Silene muscipula
806,Silene noctiflora
1204,Silene nutans
1205,Silene otites
9341,Silene pendula
9342,Silene rupestris
5633,Silene schafta
10237,Silene stricta
8378,Silene uniflora
2332,Silene viscaria
10639,Silene viscosa
1206,Silene vulgaris
1575,Silene x hampeana
8925,Silphium
8379,Silphium perfoliatum
6612,Silybum
1737,Silybum marianum
6492,Sinapis
1832,Sinapis alba
1207,Sinapis arvensis
10238,Sinapis pubescens
10511,Sison
927,Sison segetum
6493,Sisymbrium
1208,Sisymbrium altissimum
1213,Sisymbrium austriacum subsp. chrysanthum
1209,Sisymbrium irio
1210,Sisymbrium loeselii
1211,Sisymbrium officinale
1212,Sisymbrium orientale
9343,Sisymbrium runcinatum
9344,Sisymbrium septulatum
5541,Sisymbrium strictissimum
5569,Sisymbrium volgense
6748,Sisyrinchium
10599,Sisyrinchium angustifolium
6918,Sisyrinchium californicum
5563,Sisyrinchium montanum
10572,Sisyrinchium rosulatum
8380,Sisyrinchium striatum
6494,Sium
1216,Sium latifolium
8926,Skimmia
8381,Skimmia japonica
6694,Smilacina
5145,Smilacina stellata
8927,Smilax
8382,Smilax aspera
6495,Smyrnium
1217,Smyrnium olusatrum
5345,Smyrnium perfoliatum
6496,Solanum
8505,Solanum aethiopicum
8383,Solanum americanum
9345,Solanum angustifolium
9346,Solanum capsicoides
5540,Solanum carolinense
8384,Solanum chenopodioides
1218,Solanum dulcamara
9347,Solanum elaeagnifolium
10240,Solanum heterodoxum
10418,Solanum jasminoides
8385,Solanum laciniatum
8541,Solanum luteum
1833,Solanum lycopersicum
2323,Solanum nigrum
1219,Solanum nigrum subsp. nigrum
1738,Solanum nigrum subsp. schultesii
1739,Solanum nitidibaccatum
5629,Solanum pseudocapsicum
10241,Solanum pygmaeum
1961,Solanum quitoense
1740,Solanum rostratum
5514,Solanum sarrachoides
8386,Solanum scabrum
8387,Solanum sisymbriifolium
9444,Solanum sodomeum
1220,Solanum triflorum
2268,Solanum tuberosum
9348,Solanum verbascifolium
5630,Solanum villosum
1976,Solanum x procurrens
6613,Soleirolia
1889,Soleirolia soleirolii
6497,Solidago
9349,Solidago calcicola
1890,Solidago canadensis
1221,Solidago gigantea
5535,Solidago nemoralis
9531,Solidago rigida
1222,Solidago virgaurea
8928,Soliva
8665,Soliva sessilis
10543,Soliva stolonifera
6498,Sonchus
2324,Sonchus arvensis
1223,Sonchus arvensis var. arvensis
2025,Sonchus arvensis var. maritimus
1224,Sonchus asper
1225,Sonchus oleraceus
1226,Sonchus palustris
8605,Sonchus tenerrimus
8929,Sophora
8555,Sophora japonica
8556,Sophora japonica 'Harry van Haaren'
8557,Sophora japonica 'Pendula'
6705,Sorbaria
5189,Sorbaria sorbifolia
5444,Sorbaria tomentosa
6499,Sorbus
5146,Sorbus aria
1227,Sorbus aucuparia
5940,Sorbus aucuparia subsp. aucuparia
5941,Sorbus aucuparia subsp. glabrata
8014,Sorbus austriaca
5942,Sorbus domestica
8015,Sorbus hybrida
5279,Sorbus intermedia
5943,Sorbus torminalis
5147,Sorbus x thuringiaca
6614,Sorghum
9669,Sorghum arundinaceum
1743,Sorghum bicolor
1742,Sorghum halepense
6500,Sparganium
1228,Sparganium angustifolium
1231,Sparganium emersum
1229,Sparganium erectum
1533,Sparganium erectum subsp. erectum
1534,Sparganium erectum subsp. microcarpum
1535,Sparganium erectum subsp. neglectum
1230,Sparganium natans
6501,Spartina
1233,Spartina anglica
1232,Spartina maritima
8009,Spartina pectinata
5346,Spartina x townsendii
5662,Spartium
5963,Spartium junceum
6502,Spergula
1234,Spergula arvensis
8511,Spergula arvensis 'Sativa'
1235,Spergula morisonii
6503,Spergularia
10244,Spergularia bocconei
1238,Spergularia marina
1236,Spergularia media
2270,Spergularia media / marina
10245,Spergularia platensis
1237,Spergularia rubra
395,Spergularia segetalis
9644,Sphaeralcea
9679,Sphaeralcea miniata
10246,Sphenopholis obtusata
6695,Spinacia
5148,Spinacia oleracea
10512,Spinulum
774,Spinulum annotinum
6504,Spiraea
5166,Spiraea alba
5149,Spiraea chamaedryfolia
1891,Spiraea douglasii
10247,Spiraea hypericifolia
8071,Spiraea japonica
1892,Spiraea salicifolia
5214,Spiraea tomentosa
8662,Spiraea x arguta
5150,Spiraea x billardii
9350,Spiraea x bumalda
10437,Spiraea x cinerea
8389,Spiraea x pseudosalicifolia
10297,Spiraea x rosalba
8421,Spiraea x vanhouttei
6505,Spiranthes
1239,Spiranthes aestivalis
5648,Spiranthes cernua 'Chadds Ford' x odorata
5992,Spiranthes lucida
6990,Spiranthes odorata x cernua 'Chadds Ford'
6991,Spiranthes romanzoffiana
1240,Spiranthes spiralis
6506,Spirodela
1241,Spirodela polyrhiza
8930,Sporobolus
10248,Sporobolus cryptandrus
10249,Sporobolus domingensis
8450,Sporobolus indicus
9351,Sporobolus junceus
10250,Sporobolus neglectus
6507,Stachys
5515,Stachys alpina
1242,Stachys annua
1243,Stachys arvensis
6920,Stachys byzantina
10251,Stachys cretica
9352,Stachys germanica
1245,Stachys palustris
5280,Stachys recta
1246,Stachys sylvatica
1600,Stachys x ambigua
6749,Staphylea
5281,Staphylea pinnata
6508,Stellaria
1247,Stellaria alsine
1252,Stellaria apetala
2271,Stellaria apetala / media / neglecta
847,Stellaria aquatica
1248,Stellaria graminea
1249,Stellaria holostea
1250,Stellaria media
1251,Stellaria neglecta
1253,Stellaria nemorum
1536,Stellaria nemorum subsp. montana
1254,Stellaria palustris
10603,Stellaria ruderalis
5641,Stipa
8390,Stipa calamagrostis
10586,Stipa ichu
6510,Stratiotes
1255,Stratiotes aloides
9497,Strobilanthes
9498,Strobilanthes atropurpureus
10513,Struthiopteris
146,Struthiopteris spicant
10454,Stuckenia
5369,Stuckenia filiformis
998,Stuckenia pectinata
8931,Stylophorum
8391,Stylophorum lasiocarpum
6511,Suaeda
1256,Suaeda maritima
6512,Subularia
1257,Subularia aquatica
6513,Succisa
1258,Succisa pratensis
8932,Sutera
5516,Sutera cordata
8772,Symphoria
9353,Symphoria racemosa
6514,Symphoricarpos
2107,Symphoricarpos albus
9354,Symphoricarpos albus var. laevigatus
5994,Symphoricarpos orbiculatus
6932,Symphoricarpos x chenaultii
8773,Symphyotrichum
114,Symphyotrichum aff. lanceolatum
9986,Symphyotrichum ciliatum
10434,Symphyotrichum cordifolium
9987,Symphyotrichum ericoides
5023,Symphyotrichum laeve
5479,Symphyotrichum lanceolatum/ontarionis
8455,Symphyotrichum lateriflorum
5568,Symphyotrichum novae-angliae
5025,Symphyotrichum novi-belgii
8424,Symphyotrichum ontarionis
8005,Symphyotrichum subulatum
115,Symphyotrichum x salignus
5230,Symphyotrichum x versicolor
6515,Symphytum
1893,Symphytum asperum
8606,Symphytum bulbosum
5647,Symphytum caucasicum
6921,Symphytum ibiricum
1259,Symphytum officinale
10539,Symphytum orientale
10540,Symphytum tauricum
8392,Symphytum tuberosum
8444,Symphytum x hidcotense
1894,Symphytum x uplandicum
6696,Syringa
8035,Syringa villosa
2390,Syringa vulgaris
6615,Tagetes
8393,Tagetes erecta
1744,Tagetes minuta
6931,Tagetes patula
6750,Tamarix
5282,Tamarix gallica
9356,Tamarix tetrandra
6516,Tanacetum
5248,Tanacetum balsamita
10254,Tanacetum coccineum
9357,Tanacetum corymbosum
8394,Tanacetum macrophyllum
320,Tanacetum parthenium
1260,Tanacetum vulgare
10431,Tarasa tenella
6517,Taraxacum
2097,Taraxacum aberrans
9445,Taraxacum acutangulum
2099,Taraxacum aequilobum
2200,Taraxacum aequisectum
2292,Taraxacum aeruginiceps
2304,Taraxacum agaurum
2328,Taraxacum akteum
8607,Taraxacum alatum
2329,Taraxacum amaurolepis
